"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell46","SeuratProject",47678,7397,"Cell46","Batch1","Group1",47678.581080311,"0","0"
"Cell47","SeuratProject",77616,9300,"Cell47","Batch1","Group2",77500.9319702422,"1","1"
"Cell48","SeuratProject",37801,6630,"Cell48","Batch1","Group1",38331.6517360229,"0","0"
"Cell49","SeuratProject",77409,9303,"Cell49","Batch1","Group4",77409.1675002879,"3","3"
"Cell50","SeuratProject",44381,7150,"Cell50","Batch1","Group1",45132.7035610009,"0","0"
"Cell51","SeuratProject",51951,7703,"Cell51","Batch1","Group1",52068.5198019839,"0","0"
"Cell52","SeuratProject",71540,8931,"Cell52","Batch1","Group1",70590.4411244712,"0","0"
"Cell53","SeuratProject",47491,7405,"Cell53","Batch1","Group1",47595.9120269341,"0","0"
"Cell54","SeuratProject",60659,8293,"Cell54","Batch1","Group1",60232.8998431449,"0","0"
"Cell55","SeuratProject",58810,8183,"Cell55","Batch1","Group4",59256.2029724119,"3","3"
"Cell56","SeuratProject",57122,7981,"Cell56","Batch1","Group1",56492.3125812478,"0","0"
"Cell57","SeuratProject",58560,8148,"Cell57","Batch1","Group3",59134.0523873202,"2","2"
"Cell58","SeuratProject",48170,7446,"Cell58","Batch1","Group1",48322.5842686389,"0","0"
"Cell59","SeuratProject",47548,7427,"Cell59","Batch1","Group1",47397.3593716774,"0","0"
"Cell60","SeuratProject",57259,8023,"Cell60","Batch1","Group3",57566.2192381563,"2","2"
"Cell61","SeuratProject",47246,7457,"Cell61","Batch1","Group4",46792.9017363,"3","3"
"Cell62","SeuratProject",83268,9497,"Cell62","Batch1","Group4",83714.3061781467,"3","3"
"Cell63","SeuratProject",60731,8394,"Cell63","Batch1","Group3",61695.3420834163,"2","2"
"Cell64","SeuratProject",74799,9157,"Cell64","Batch1","Group2",74683.1216053484,"1","1"
"Cell65","SeuratProject",57868,8105,"Cell65","Batch1","Group1",57915.9492147651,"0","0"
"Cell66","SeuratProject",43298,7087,"Cell66","Batch1","Group1",43275.699904503,"0","0"
"Cell67","SeuratProject",67185,8683,"Cell67","Batch1","Group1",66757.1949860516,"0","0"
"Cell68","SeuratProject",64978,8590,"Cell68","Batch1","Group1",65277.6284691624,"0","0"
"Cell69","SeuratProject",42358,6891,"Cell69","Batch1","Group4",42294.3344596244,"3","3"
"Cell70","SeuratProject",77539,9354,"Cell70","Batch1","Group1",78117.0387607504,"0","0"
"Cell71","SeuratProject",50743,7593,"Cell71","Batch1","Group3",50759.1661333582,"2","2"
"Cell72","SeuratProject",51362,7710,"Cell72","Batch1","Group2",51556.6081185045,"1","1"
"Cell73","SeuratProject",39287,6731,"Cell73","Batch1","Group3",39077.1200389505,"2","2"
"Cell74","SeuratProject",64615,8569,"Cell74","Batch1","Group3",64378.0376866623,"2","2"
"Cell75","SeuratProject",56657,8190,"Cell75","Batch1","Group1",57096.6965253865,"0","0"
"Cell76","SeuratProject",49870,7557,"Cell76","Batch1","Group2",49885.2930995434,"1","1"
"Cell77","SeuratProject",53790,7874,"Cell77","Batch1","Group2",53676.2259221497,"1","1"
"Cell78","SeuratProject",61393,8390,"Cell78","Batch1","Group4",62049.9921379694,"3","3"
"Cell79","SeuratProject",48662,7491,"Cell79","Batch1","Group3",49099.9052822558,"2","2"
"Cell80","SeuratProject",50250,7623,"Cell80","Batch1","Group3",50398.3661291035,"2","2"
"Cell81","SeuratProject",64939,8664,"Cell81","Batch1","Group2",65587.0654430567,"1","1"
"Cell82","SeuratProject",40677,6816,"Cell82","Batch1","Group3",39662.7946118489,"2","2"
"Cell83","SeuratProject",61386,8375,"Cell83","Batch1","Group1",61870.3645174575,"0","0"
"Cell84","SeuratProject",70644,8877,"Cell84","Batch1","Group3",70100.0829856907,"2","2"
"Cell85","SeuratProject",48215,7414,"Cell85","Batch1","Group2",48109.9603809866,"1","1"
"Cell86","SeuratProject",53176,7807,"Cell86","Batch1","Group1",53765.421692931,"0","0"
"Cell87","SeuratProject",56978,8142,"Cell87","Batch1","Group1",57247.2058228013,"0","0"
"Cell88","SeuratProject",80567,9311,"Cell88","Batch1","Group1",80295.338153945,"0","0"
"Cell89","SeuratProject",43067,7062,"Cell89","Batch1","Group3",43424.9153876724,"2","2"
"Cell90","SeuratProject",53919,7968,"Cell90","Batch1","Group1",53654.2552215963,"0","0"
"Cell91","SeuratProject",47946,7417,"Cell91","Batch1","Group1",47808.6638926395,"0","0"
"Cell92","SeuratProject",65368,8561,"Cell92","Batch1","Group3",64568.7607072817,"2","2"
"Cell93","SeuratProject",56387,8010,"Cell93","Batch1","Group1",55731.750683401,"0","0"
"Cell94","SeuratProject",59130,8310,"Cell94","Batch1","Group2",60180.1891205068,"1","1"
"Cell95","SeuratProject",50422,7583,"Cell95","Batch1","Group2",50649.4769909006,"1","1"
"Cell96","SeuratProject",65056,8530,"Cell96","Batch1","Group1",64142.7265691328,"0","0"
"Cell97","SeuratProject",76536,9251,"Cell97","Batch1","Group2",77076.5014386422,"1","1"
"Cell98","SeuratProject",64446,8610,"Cell98","Batch1","Group2",63936.7605829911,"1","1"
"Cell99","SeuratProject",59630,8212,"Cell99","Batch1","Group1",59415.2911870211,"0","0"
"Cell100","SeuratProject",67668,8672,"Cell100","Batch1","Group1",66874.356794335,"0","0"
"Cell101","SeuratProject",72220,8977,"Cell101","Batch1","Group3",71513.3522719151,"2","2"
"Cell102","SeuratProject",64081,8459,"Cell102","Batch1","Group1",63483.9212442083,"0","0"
"Cell103","SeuratProject",63390,8424,"Cell103","Batch1","Group1",63790.983121928,"0","0"
"Cell104","SeuratProject",39832,6745,"Cell104","Batch1","Group2",39940.6306479949,"1","1"
"Cell105","SeuratProject",49611,7574,"Cell105","Batch1","Group3",49858.2822265019,"2","2"
"Cell106","SeuratProject",56197,8069,"Cell106","Batch1","Group3",55904.0304798643,"2","2"
"Cell107","SeuratProject",53111,7876,"Cell107","Batch1","Group2",52909.5479711683,"1","1"
"Cell108","SeuratProject",89406,9828,"Cell108","Batch1","Group3",88772.7189000881,"2","2"
"Cell109","SeuratProject",77813,9242,"Cell109","Batch1","Group3",77378.8938202255,"2","2"
"Cell110","SeuratProject",76368,9226,"Cell110","Batch1","Group3",76389.4648800883,"2","2"
"Cell111","SeuratProject",46219,7312,"Cell111","Batch1","Group3",46378.6715831237,"2","2"
"Cell112","SeuratProject",90758,9886,"Cell112","Batch1","Group3",90818.7038832098,"2","2"
"Cell113","SeuratProject",52453,7746,"Cell113","Batch1","Group1",52489.4913368679,"0","0"
"Cell114","SeuratProject",55311,7888,"Cell114","Batch1","Group1",55895.2891795726,"0","0"
"Cell115","SeuratProject",69924,8923,"Cell115","Batch1","Group1",69483.6231833184,"0","0"
"Cell116","SeuratProject",45489,7258,"Cell116","Batch1","Group2",45960.3177488017,"1","1"
"Cell117","SeuratProject",65133,8525,"Cell117","Batch1","Group1",64749.1600175864,"0","0"
"Cell118","SeuratProject",59272,8164,"Cell118","Batch1","Group4",58748.6098412329,"3","3"
"Cell119","SeuratProject",74943,9144,"Cell119","Batch1","Group3",75096.6364882982,"2","2"
"Cell120","SeuratProject",66122,8643,"Cell120","Batch1","Group4",65725.8954613519,"3","3"
"Cell121","SeuratProject",68420,8792,"Cell121","Batch1","Group3",68944.3757713681,"2","2"
"Cell122","SeuratProject",45084,7227,"Cell122","Batch1","Group1",45739.144033592,"0","0"
"Cell123","SeuratProject",83319,9649,"Cell123","Batch1","Group2",82556.2440146791,"1","1"
"Cell124","SeuratProject",109718,10548,"Cell124","Batch1","Group1",108619.595724652,"0","0"
"Cell125","SeuratProject",71104,8881,"Cell125","Batch1","Group1",71528.8511434703,"0","0"
"Cell126","SeuratProject",55760,7945,"Cell126","Batch1","Group1",55668.8233015161,"0","0"
"Cell127","SeuratProject",60230,8254,"Cell127","Batch1","Group1",60531.7815714212,"0","0"
"Cell128","SeuratProject",52207,7793,"Cell128","Batch1","Group1",53216.5632341624,"0","0"
"Cell129","SeuratProject",60135,8280,"Cell129","Batch1","Group1",60478.6172209809,"0","0"
"Cell130","SeuratProject",102326,10284,"Cell130","Batch1","Group4",101064.738784581,"3","3"
"Cell131","SeuratProject",69332,8879,"Cell131","Batch1","Group1",67875.4470731216,"0","0"
"Cell132","SeuratProject",50592,7648,"Cell132","Batch1","Group3",50744.2966013748,"2","2"
"Cell133","SeuratProject",66927,8600,"Cell133","Batch1","Group1",66224.9163901558,"0","0"
"Cell134","SeuratProject",55030,7993,"Cell134","Batch1","Group3",55330.6397087548,"2","2"
"Cell135","SeuratProject",64157,8467,"Cell135","Batch1","Group4",64317.5371016664,"3","3"
"Cell136","SeuratProject",59423,8173,"Cell136","Batch1","Group3",58508.3479229188,"2","2"
"Cell137","SeuratProject",68379,8876,"Cell137","Batch1","Group3",68604.0486108289,"2","2"
"Cell138","SeuratProject",65344,8537,"Cell138","Batch1","Group2",64574.2097160659,"1","1"
"Cell139","SeuratProject",65308,8672,"Cell139","Batch1","Group1",64682.9114518685,"0","0"
"Cell140","SeuratProject",66257,8591,"Cell140","Batch1","Group1",66830.2172737654,"0","0"
"Cell141","SeuratProject",67514,8706,"Cell141","Batch1","Group1",67687.9889310275,"0","0"
"Cell142","SeuratProject",51669,7730,"Cell142","Batch1","Group1",51065.1342993676,"0","0"
"Cell143","SeuratProject",44656,7129,"Cell143","Batch1","Group3",44437.4207696742,"2","2"
"Cell144","SeuratProject",51583,7728,"Cell144","Batch1","Group4",51329.4262289508,"3","3"
"Cell145","SeuratProject",83430,9594,"Cell145","Batch1","Group3",82875.0638768053,"2","2"
"Cell146","SeuratProject",71471,9059,"Cell146","Batch1","Group1",71734.9510270423,"0","0"
"Cell147","SeuratProject",49582,7576,"Cell147","Batch1","Group1",49630.0640235629,"0","0"
"Cell148","SeuratProject",51494,7613,"Cell148","Batch1","Group4",50379.2292144756,"3","3"
"Cell149","SeuratProject",59002,8217,"Cell149","Batch1","Group2",59729.9668657629,"1","1"
"Cell150","SeuratProject",49030,7495,"Cell150","Batch1","Group4",48843.9646797373,"3","3"
"Cell151","SeuratProject",46739,7287,"Cell151","Batch1","Group3",46121.0947215865,"2","2"
"Cell152","SeuratProject",49715,7708,"Cell152","Batch1","Group3",49932.7063541889,"2","2"
"Cell153","SeuratProject",61280,8309,"Cell153","Batch1","Group1",60418.4204009919,"0","0"
"Cell154","SeuratProject",81935,9539,"Cell154","Batch1","Group2",82318.5970589917,"1","1"
"Cell155","SeuratProject",61037,8363,"Cell155","Batch1","Group3",61654.3240935354,"2","2"
"Cell156","SeuratProject",54486,7955,"Cell156","Batch1","Group2",54575.5619875709,"1","1"
"Cell157","SeuratProject",62044,8519,"Cell157","Batch1","Group4",62776.2685162869,"3","3"
"Cell158","SeuratProject",68696,8836,"Cell158","Batch1","Group1",68380.4387697482,"0","0"
"Cell159","SeuratProject",67734,8733,"Cell159","Batch1","Group1",67914.1047544399,"0","0"
"Cell160","SeuratProject",57202,8126,"Cell160","Batch1","Group1",57298.6129117161,"0","0"
"Cell161","SeuratProject",60287,8354,"Cell161","Batch1","Group2",59891.5844519085,"1","1"
"Cell162","SeuratProject",54592,7912,"Cell162","Batch1","Group3",54715.2825863196,"2","2"
"Cell163","SeuratProject",55366,7990,"Cell163","Batch1","Group1",55071.1125136822,"0","0"
"Cell164","SeuratProject",63946,8466,"Cell164","Batch1","Group3",64065.335871371,"2","2"
"Cell165","SeuratProject",55816,7995,"Cell165","Batch1","Group1",55346.208582133,"0","0"
"Cell166","SeuratProject",56525,8034,"Cell166","Batch1","Group1",55776.4831575516,"0","0"
"Cell167","SeuratProject",46786,7409,"Cell167","Batch1","Group4",47035.8586946917,"3","3"
"Cell168","SeuratProject",55200,7981,"Cell168","Batch1","Group1",55135.8770479659,"0","0"
"Cell169","SeuratProject",64270,8554,"Cell169","Batch1","Group1",64687.6557305236,"0","0"
"Cell170","SeuratProject",53053,7813,"Cell170","Batch1","Group2",52893.5261444707,"1","1"
"Cell171","SeuratProject",75267,9152,"Cell171","Batch1","Group4",74327.9099329831,"3","3"
"Cell172","SeuratProject",42444,7036,"Cell172","Batch1","Group1",42796.7826803699,"0","0"
"Cell173","SeuratProject",44654,7250,"Cell173","Batch1","Group2",44885.1324670376,"1","1"
"Cell174","SeuratProject",45031,7274,"Cell174","Batch1","Group4",45044.3823400756,"3","3"
"Cell175","SeuratProject",47827,7463,"Cell175","Batch1","Group1",47682.6989479571,"0","0"
"Cell176","SeuratProject",43241,7089,"Cell176","Batch1","Group4",43826.6126646101,"3","3"
"Cell177","SeuratProject",53864,7803,"Cell177","Batch1","Group3",54521.3768265903,"2","2"
"Cell178","SeuratProject",66353,8607,"Cell178","Batch1","Group3",65740.5594350129,"2","2"
"Cell179","SeuratProject",58219,8136,"Cell179","Batch1","Group1",58140.4243506424,"0","0"
"Cell180","SeuratProject",82993,9541,"Cell180","Batch1","Group3",82860.7219544659,"2","2"
"Cell181","SeuratProject",65167,8655,"Cell181","Batch1","Group3",65173.5559392546,"2","2"
"Cell182","SeuratProject",53439,7828,"Cell182","Batch1","Group1",53520.6172085359,"0","0"
"Cell183","SeuratProject",57347,8033,"Cell183","Batch1","Group4",57184.2417187403,"3","3"
"Cell184","SeuratProject",73529,9088,"Cell184","Batch1","Group1",73057.3109923345,"0","0"
"Cell185","SeuratProject",52800,7841,"Cell185","Batch1","Group1",52368.8791425351,"0","0"
"Cell186","SeuratProject",60909,8316,"Cell186","Batch1","Group3",60732.9078269668,"2","2"
"Cell187","SeuratProject",47814,7398,"Cell187","Batch1","Group1",47251.387578031,"0","0"
"Cell188","SeuratProject",49272,7522,"Cell188","Batch1","Group1",49250.4280799042,"0","0"
"Cell189","SeuratProject",86897,9698,"Cell189","Batch1","Group1",87027.9606816187,"0","0"
"Cell190","SeuratProject",53201,7801,"Cell190","Batch1","Group1",53360.1950517219,"0","0"
"Cell191","SeuratProject",49575,7493,"Cell191","Batch1","Group3",48833.9484831565,"2","2"
"Cell192","SeuratProject",52960,7741,"Cell192","Batch1","Group4",52578.7865614638,"3","3"
"Cell193","SeuratProject",81740,9406,"Cell193","Batch1","Group2",81372.0082729936,"1","1"
"Cell194","SeuratProject",58698,8168,"Cell194","Batch1","Group3",58597.2224986592,"2","2"
"Cell195","SeuratProject",61869,8386,"Cell195","Batch1","Group2",61939.1088560707,"1","1"
"Cell196","SeuratProject",73610,9011,"Cell196","Batch1","Group3",73251.3345931599,"2","2"
"Cell197","SeuratProject",76125,9214,"Cell197","Batch1","Group1",75768.097193895,"0","0"
"Cell198","SeuratProject",71381,8935,"Cell198","Batch1","Group2",70794.4107117219,"1","1"
"Cell199","SeuratProject",68661,8790,"Cell199","Batch1","Group2",68449.8644905298,"1","1"
"Cell200","SeuratProject",56346,8107,"Cell200","Batch1","Group3",57026.3114803053,"2","2"
"Cell201","SeuratProject",75765,9168,"Cell201","Batch1","Group2",75046.798877917,"1","1"
"Cell202","SeuratProject",59531,8305,"Cell202","Batch1","Group1",59378.1697138384,"0","0"
"Cell203","SeuratProject",72339,9056,"Cell203","Batch1","Group1",71884.2211903988,"0","0"
"Cell204","SeuratProject",65973,8637,"Cell204","Batch1","Group3",65290.2646037189,"2","2"
"Cell205","SeuratProject",49839,7586,"Cell205","Batch1","Group1",49646.2053339339,"0","0"
"Cell206","SeuratProject",53303,7876,"Cell206","Batch1","Group1",53287.1611849753,"0","0"
"Cell207","SeuratProject",58942,8188,"Cell207","Batch1","Group1",58798.3612138182,"0","0"
"Cell208","SeuratProject",88246,9711,"Cell208","Batch1","Group1",88564.5743799206,"0","0"
"Cell209","SeuratProject",70747,8993,"Cell209","Batch1","Group2",70875.3147138759,"1","1"
"Cell210","SeuratProject",61789,8299,"Cell210","Batch1","Group1",61276.2363040075,"0","0"
"Cell211","SeuratProject",60371,8267,"Cell211","Batch1","Group1",60498.6177663289,"0","0"
"Cell212","SeuratProject",53049,7857,"Cell212","Batch1","Group1",53531.6785945499,"0","0"
"Cell213","SeuratProject",60556,8269,"Cell213","Batch1","Group3",60345.5402236221,"2","2"
"Cell214","SeuratProject",67304,8657,"Cell214","Batch1","Group1",67155.0289405024,"0","0"
"Cell215","SeuratProject",42011,7002,"Cell215","Batch1","Group1",42423.8353755425,"0","0"
"Cell216","SeuratProject",81271,9462,"Cell216","Batch1","Group2",81228.7867828149,"1","1"
"Cell217","SeuratProject",59240,8187,"Cell217","Batch1","Group2",59454.1203643023,"1","1"
"Cell218","SeuratProject",57062,8103,"Cell218","Batch1","Group1",57672.5535732423,"0","0"
"Cell219","SeuratProject",67242,8713,"Cell219","Batch1","Group3",67538.0183068658,"2","2"
"Cell220","SeuratProject",65351,8756,"Cell220","Batch1","Group2",64877.243823693,"1","1"
"Cell221","SeuratProject",95233,10087,"Cell221","Batch1","Group2",95016.1075391333,"1","1"
"Cell222","SeuratProject",52352,7709,"Cell222","Batch1","Group1",52376.6900097663,"0","0"
"Cell223","SeuratProject",45003,7183,"Cell223","Batch1","Group1",44573.534693242,"0","0"
"Cell224","SeuratProject",70744,8842,"Cell224","Batch1","Group2",70448.4185243903,"1","1"
"Cell225","SeuratProject",51398,7726,"Cell225","Batch1","Group3",50934.1371439088,"2","2"
"Cell226","SeuratProject",75658,9112,"Cell226","Batch1","Group1",75009.0180440393,"0","0"
"Cell227","SeuratProject",70624,8907,"Cell227","Batch1","Group1",70566.6361602516,"0","0"
"Cell228","SeuratProject",50726,7640,"Cell228","Batch1","Group1",50360.3433296795,"0","0"
"Cell229","SeuratProject",59977,8156,"Cell229","Batch1","Group4",60831.502676788,"3","3"
"Cell230","SeuratProject",66944,8695,"Cell230","Batch1","Group3",66250.9478769284,"2","2"
"Cell231","SeuratProject",33928,6216,"Cell231","Batch1","Group4",33704.9451985205,"3","3"
"Cell232","SeuratProject",61349,8350,"Cell232","Batch1","Group2",61429.4675355377,"1","1"
"Cell233","SeuratProject",57255,8069,"Cell233","Batch1","Group2",57172.5895120966,"1","1"
"Cell234","SeuratProject",59478,8163,"Cell234","Batch1","Group1",58956.5659791785,"0","0"
"Cell235","SeuratProject",53398,7806,"Cell235","Batch1","Group4",54112.504853715,"3","3"
"Cell236","SeuratProject",84424,9583,"Cell236","Batch1","Group1",83731.8425478698,"0","0"
"Cell237","SeuratProject",82255,9561,"Cell237","Batch1","Group1",82547.775504688,"0","0"
"Cell238","SeuratProject",72313,8990,"Cell238","Batch1","Group4",71865.0739238307,"3","3"
"Cell239","SeuratProject",70979,8903,"Cell239","Batch1","Group1",70743.6295687668,"0","0"
"Cell240","SeuratProject",69184,8867,"Cell240","Batch1","Group4",70016.4435632605,"3","3"
"Cell241","SeuratProject",46352,7222,"Cell241","Batch1","Group1",46377.9112804891,"0","0"
"Cell242","SeuratProject",74791,9099,"Cell242","Batch1","Group3",74732.3306101677,"2","2"
"Cell243","SeuratProject",52551,7806,"Cell243","Batch1","Group1",52437.0767491115,"0","0"
"Cell244","SeuratProject",66404,8693,"Cell244","Batch1","Group1",66290.1275268636,"0","0"
"Cell245","SeuratProject",68762,8807,"Cell245","Batch1","Group1",68781.7289106862,"0","0"
"Cell246","SeuratProject",58882,8219,"Cell246","Batch1","Group1",59044.7619523309,"0","0"
"Cell247","SeuratProject",76607,9185,"Cell247","Batch1","Group4",77088.9414075995,"3","3"
"Cell248","SeuratProject",56764,8044,"Cell248","Batch1","Group2",57094.2961836313,"1","1"
"Cell249","SeuratProject",50053,7645,"Cell249","Batch1","Group3",50166.7974679727,"2","2"
"Cell250","SeuratProject",75578,9213,"Cell250","Batch1","Group3",75772.8445200664,"2","2"
"Cell251","SeuratProject",71901,9041,"Cell251","Batch1","Group2",71708.5384427796,"1","1"
"Cell252","SeuratProject",65530,8625,"Cell252","Batch1","Group4",65669.0318832839,"3","3"
"Cell253","SeuratProject",57159,8159,"Cell253","Batch1","Group1",57951.4181839247,"0","0"
"Cell254","SeuratProject",74755,9146,"Cell254","Batch1","Group3",75019.7125478085,"2","2"
"Cell255","SeuratProject",49468,7631,"Cell255","Batch1","Group2",50344.7089647428,"1","1"
"Cell256","SeuratProject",49722,7594,"Cell256","Batch1","Group4",50038.3394249547,"3","3"
"Cell257","SeuratProject",56880,8057,"Cell257","Batch1","Group1",56801.1060855739,"0","0"
"Cell258","SeuratProject",71143,8984,"Cell258","Batch1","Group2",71699.7067767937,"1","1"
"Cell259","SeuratProject",38128,6503,"Cell259","Batch1","Group3",38340.0183024855,"2","2"
"Cell260","SeuratProject",42619,7006,"Cell260","Batch1","Group4",41982.3699599889,"3","3"
"Cell261","SeuratProject",55788,7981,"Cell261","Batch1","Group4",56053.9652949006,"3","3"
"Cell262","SeuratProject",43106,6987,"Cell262","Batch1","Group2",42778.6402731754,"1","1"
"Cell263","SeuratProject",64317,8564,"Cell263","Batch1","Group2",64720.89103449,"1","1"
"Cell264","SeuratProject",47119,7454,"Cell264","Batch1","Group2",47577.224097151,"1","1"
"Cell265","SeuratProject",49555,7559,"Cell265","Batch1","Group1",49295.0057539523,"0","0"
"Cell266","SeuratProject",62719,8538,"Cell266","Batch1","Group3",63906.4531071497,"2","2"
"Cell267","SeuratProject",49413,7605,"Cell267","Batch1","Group1",49160.8793755351,"0","0"
"Cell268","SeuratProject",91728,9937,"Cell268","Batch1","Group2",91170.1567954953,"1","1"
"Cell269","SeuratProject",50357,7603,"Cell269","Batch1","Group1",50151.4378984257,"0","0"
"Cell270","SeuratProject",68054,8861,"Cell270","Batch1","Group3",68235.1890771437,"2","2"
"Cell271","SeuratProject",52652,7742,"Cell271","Batch1","Group3",52339.870984919,"2","2"
"Cell272","SeuratProject",78306,9331,"Cell272","Batch1","Group2",78789.1681977061,"1","1"
"Cell273","SeuratProject",49224,7481,"Cell273","Batch1","Group3",49698.5022772998,"2","2"
"Cell274","SeuratProject",49884,7599,"Cell274","Batch1","Group4",49936.7730171313,"3","3"
"Cell275","SeuratProject",66571,8755,"Cell275","Batch1","Group3",67500.8842692599,"2","2"
"Cell276","SeuratProject",85486,9567,"Cell276","Batch1","Group1",85369.0020971271,"0","0"
"Cell277","SeuratProject",68870,8837,"Cell277","Batch1","Group4",69299.0363445276,"3","3"
"Cell278","SeuratProject",54517,7910,"Cell278","Batch1","Group2",54467.6556954054,"1","1"
"Cell279","SeuratProject",75210,9124,"Cell279","Batch1","Group1",74625.8475831519,"0","0"
"Cell280","SeuratProject",37615,6531,"Cell280","Batch1","Group2",38334.1425419538,"1","1"
"Cell281","SeuratProject",68953,8808,"Cell281","Batch1","Group4",69311.2281525484,"3","3"
"Cell282","SeuratProject",66314,8712,"Cell282","Batch1","Group1",66388.1633514627,"0","0"
"Cell283","SeuratProject",63271,8520,"Cell283","Batch1","Group4",63301.9867594856,"3","3"
"Cell284","SeuratProject",63722,8495,"Cell284","Batch1","Group2",64064.8517439236,"1","1"
"Cell285","SeuratProject",56902,7999,"Cell285","Batch1","Group3",56264.3479971245,"2","2"
"Cell286","SeuratProject",42419,7100,"Cell286","Batch1","Group1",42490.4096150503,"0","0"
"Cell287","SeuratProject",102325,10388,"Cell287","Batch1","Group1",102409.072665518,"0","0"
"Cell288","SeuratProject",54015,7833,"Cell288","Batch1","Group2",53713.9535587441,"1","1"
"Cell289","SeuratProject",50516,7644,"Cell289","Batch1","Group2",50068.9442660521,"1","1"
