"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell27","SeuratProject",30696,5847,"Cell27","Batch1","Group1",31058.0605175676,"0","0"
"Cell28","SeuratProject",61036,8406,"Cell28","Batch1","Group2",60834.8622855872,"1","1"
"Cell29","SeuratProject",63434,8488,"Cell29","Batch1","Group2",63365.6899423922,"1","1"
"Cell30","SeuratProject",48147,7424,"Cell30","Batch1","Group3",47686.3218693271,"2","2"
"Cell31","SeuratProject",67315,8739,"Cell31","Batch1","Group1",66947.6976293693,"0","0"
"Cell32","SeuratProject",79419,9357,"Cell32","Batch1","Group2",80094.0414624296,"1","1"
"Cell33","SeuratProject",71353,8990,"Cell33","Batch1","Group4",71969.2377110471,"3","3"
"Cell34","SeuratProject",36318,6406,"Cell34","Batch1","Group1",36617.3345752179,"0","0"
"Cell35","SeuratProject",77675,9310,"Cell35","Batch1","Group1",78550.6031689718,"0","0"
"Cell36","SeuratProject",52354,7759,"Cell36","Batch1","Group1",51708.3423055689,"0","0"
"Cell37","SeuratProject",65331,8624,"Cell37","Batch1","Group4",64664.2117946047,"3","3"
"Cell38","SeuratProject",72247,8992,"Cell38","Batch1","Group4",72081.0214626358,"3","3"
"Cell39","SeuratProject",47226,7298,"Cell39","Batch1","Group1",46729.0872431832,"0","0"
"Cell40","SeuratProject",85263,9713,"Cell40","Batch1","Group3",84737.2733047821,"2","2"
"Cell41","SeuratProject",65721,8543,"Cell41","Batch1","Group4",65766.4833588656,"3","3"
"Cell42","SeuratProject",62616,8528,"Cell42","Batch1","Group1",63208.1730984334,"0","0"
"Cell43","SeuratProject",52874,7720,"Cell43","Batch1","Group2",52370.9456752887,"1","1"
"Cell44","SeuratProject",67172,8733,"Cell44","Batch1","Group3",66788.6114028972,"2","2"
"Cell45","SeuratProject",63530,8485,"Cell45","Batch1","Group1",63517.8024770834,"0","0"
"Cell46","SeuratProject",47629,7361,"Cell46","Batch1","Group1",47678.581080311,"0","0"
"Cell47","SeuratProject",77322,9233,"Cell47","Batch1","Group2",77500.9319702422,"1","1"
"Cell48","SeuratProject",37897,6576,"Cell48","Batch1","Group1",38331.6517360229,"0","0"
"Cell49","SeuratProject",77954,9274,"Cell49","Batch1","Group4",77409.1675002879,"3","3"
"Cell50","SeuratProject",44891,7222,"Cell50","Batch1","Group1",45132.7035610009,"0","0"
"Cell51","SeuratProject",52193,7832,"Cell51","Batch1","Group1",52068.5198019839,"0","0"
"Cell52","SeuratProject",70172,8870,"Cell52","Batch1","Group1",70590.4411244712,"0","0"
"Cell53","SeuratProject",47215,7381,"Cell53","Batch1","Group1",47595.9120269341,"0","0"
"Cell54","SeuratProject",60247,8271,"Cell54","Batch1","Group1",60232.8998431449,"0","0"
"Cell55","SeuratProject",58886,8166,"Cell55","Batch1","Group4",59256.2029724119,"3","3"
"Cell56","SeuratProject",56227,7975,"Cell56","Batch1","Group1",56492.3125812478,"0","0"
"Cell57","SeuratProject",59407,8274,"Cell57","Batch1","Group3",59134.0523873202,"2","2"
"Cell58","SeuratProject",48006,7418,"Cell58","Batch1","Group1",48322.5842686389,"0","0"
"Cell59","SeuratProject",48285,7474,"Cell59","Batch1","Group1",47397.3593716774,"0","0"
"Cell60","SeuratProject",57206,8062,"Cell60","Batch1","Group3",57566.2192381563,"2","2"
"Cell61","SeuratProject",47116,7325,"Cell61","Batch1","Group4",46792.9017363,"3","3"
"Cell62","SeuratProject",84128,9512,"Cell62","Batch1","Group4",83714.3061781467,"3","3"
"Cell63","SeuratProject",61848,8457,"Cell63","Batch1","Group3",61695.3420834163,"2","2"
"Cell64","SeuratProject",74956,9164,"Cell64","Batch1","Group2",74683.1216053484,"1","1"
"Cell65","SeuratProject",58035,8168,"Cell65","Batch1","Group1",57915.9492147651,"0","0"
"Cell66","SeuratProject",43139,6971,"Cell66","Batch1","Group1",43275.699904503,"0","0"
"Cell67","SeuratProject",67427,8779,"Cell67","Batch1","Group1",66757.1949860516,"0","0"
"Cell68","SeuratProject",65002,8614,"Cell68","Batch1","Group1",65277.6284691624,"0","0"
"Cell69","SeuratProject",41852,6939,"Cell69","Batch1","Group4",42294.3344596244,"3","3"
"Cell70","SeuratProject",77236,9355,"Cell70","Batch1","Group1",78117.0387607504,"0","0"
"Cell71","SeuratProject",50408,7665,"Cell71","Batch1","Group3",50759.1661333582,"2","2"
"Cell72","SeuratProject",51000,7680,"Cell72","Batch1","Group2",51556.6081185045,"1","1"
"Cell73","SeuratProject",38987,6626,"Cell73","Batch1","Group3",39077.1200389505,"2","2"
"Cell74","SeuratProject",65850,8602,"Cell74","Batch1","Group3",64378.0376866623,"2","2"
"Cell75","SeuratProject",57130,8185,"Cell75","Batch1","Group1",57096.6965253865,"0","0"
"Cell76","SeuratProject",49983,7674,"Cell76","Batch1","Group2",49885.2930995434,"1","1"
"Cell77","SeuratProject",53188,7851,"Cell77","Batch1","Group2",53676.2259221497,"1","1"
"Cell78","SeuratProject",62565,8439,"Cell78","Batch1","Group4",62049.9921379694,"3","3"
"Cell79","SeuratProject",49155,7482,"Cell79","Batch1","Group3",49099.9052822558,"2","2"
"Cell80","SeuratProject",50422,7688,"Cell80","Batch1","Group3",50398.3661291035,"2","2"
"Cell81","SeuratProject",65244,8602,"Cell81","Batch1","Group2",65587.0654430567,"1","1"
"Cell82","SeuratProject",39339,6796,"Cell82","Batch1","Group3",39662.7946118489,"2","2"
"Cell83","SeuratProject",61791,8429,"Cell83","Batch1","Group1",61870.3645174575,"0","0"
"Cell84","SeuratProject",69948,8917,"Cell84","Batch1","Group3",70100.0829856907,"2","2"
"Cell85","SeuratProject",47863,7425,"Cell85","Batch1","Group2",48109.9603809866,"1","1"
"Cell86","SeuratProject",53475,7806,"Cell86","Batch1","Group1",53765.421692931,"0","0"
"Cell87","SeuratProject",57251,8217,"Cell87","Batch1","Group1",57247.2058228013,"0","0"
"Cell88","SeuratProject",80435,9397,"Cell88","Batch1","Group1",80295.338153945,"0","0"
"Cell89","SeuratProject",43623,7131,"Cell89","Batch1","Group3",43424.9153876724,"2","2"
"Cell90","SeuratProject",53782,7916,"Cell90","Batch1","Group1",53654.2552215963,"1","1"
"Cell91","SeuratProject",47569,7370,"Cell91","Batch1","Group1",47808.6638926395,"0","0"
"Cell92","SeuratProject",64686,8581,"Cell92","Batch1","Group3",64568.7607072817,"2","2"
"Cell93","SeuratProject",55449,8007,"Cell93","Batch1","Group1",55731.750683401,"0","0"
"Cell94","SeuratProject",60050,8351,"Cell94","Batch1","Group2",60180.1891205068,"1","1"
"Cell95","SeuratProject",50155,7586,"Cell95","Batch1","Group2",50649.4769909006,"1","1"
"Cell96","SeuratProject",64856,8666,"Cell96","Batch1","Group1",64142.7265691328,"0","0"
"Cell97","SeuratProject",76004,9262,"Cell97","Batch1","Group2",77076.5014386422,"1","1"
"Cell98","SeuratProject",65138,8578,"Cell98","Batch1","Group2",63936.7605829911,"1","1"
"Cell99","SeuratProject",59209,8256,"Cell99","Batch1","Group1",59415.2911870211,"0","0"
"Cell100","SeuratProject",66384,8707,"Cell100","Batch1","Group1",66874.356794335,"0","0"
"Cell101","SeuratProject",71519,9040,"Cell101","Batch1","Group3",71513.3522719151,"2","2"
"Cell102","SeuratProject",63847,8527,"Cell102","Batch1","Group1",63483.9212442083,"0","0"
"Cell103","SeuratProject",63737,8441,"Cell103","Batch1","Group1",63790.983121928,"0","0"
"Cell104","SeuratProject",39519,6802,"Cell104","Batch1","Group2",39940.6306479949,"1","1"
"Cell105","SeuratProject",49418,7668,"Cell105","Batch1","Group3",49858.2822265019,"2","2"
"Cell106","SeuratProject",56070,8010,"Cell106","Batch1","Group3",55904.0304798643,"0","0"
"Cell107","SeuratProject",52975,7781,"Cell107","Batch1","Group2",52909.5479711683,"1","1"
"Cell108","SeuratProject",88422,9775,"Cell108","Batch1","Group3",88772.7189000881,"0","0"
"Cell109","SeuratProject",77407,9332,"Cell109","Batch1","Group3",77378.8938202255,"2","2"
"Cell110","SeuratProject",76815,9250,"Cell110","Batch1","Group3",76389.4648800883,"1","1"
"Cell111","SeuratProject",46654,7369,"Cell111","Batch1","Group3",46378.6715831237,"2","2"
"Cell112","SeuratProject",90866,9837,"Cell112","Batch1","Group3",90818.7038832098,"2","2"
"Cell113","SeuratProject",52578,7749,"Cell113","Batch1","Group1",52489.4913368679,"0","0"
"Cell114","SeuratProject",56183,7977,"Cell114","Batch1","Group1",55895.2891795726,"0","0"
"Cell115","SeuratProject",70106,8894,"Cell115","Batch1","Group1",69483.6231833184,"0","0"
"Cell116","SeuratProject",45944,7311,"Cell116","Batch1","Group2",45960.3177488017,"1","1"
"Cell117","SeuratProject",64899,8584,"Cell117","Batch1","Group1",64749.1600175864,"0","0"
"Cell118","SeuratProject",57866,8159,"Cell118","Batch1","Group4",58748.6098412329,"3","3"
"Cell119","SeuratProject",75280,9130,"Cell119","Batch1","Group3",75096.6364882982,"2","2"
"Cell120","SeuratProject",65654,8622,"Cell120","Batch1","Group4",65725.8954613519,"2","2"
"Cell121","SeuratProject",69062,8856,"Cell121","Batch1","Group3",68944.3757713681,"2","2"
"Cell122","SeuratProject",45488,7330,"Cell122","Batch1","Group1",45739.144033592,"0","0"
"Cell123","SeuratProject",83078,9610,"Cell123","Batch1","Group2",82556.2440146791,"1","1"
"Cell124","SeuratProject",108150,10545,"Cell124","Batch1","Group1",108619.595724652,"0","0"
"Cell125","SeuratProject",72536,9036,"Cell125","Batch1","Group1",71528.8511434703,"0","0"
"Cell126","SeuratProject",55597,8097,"Cell126","Batch1","Group1",55668.8233015161,"0","0"
"Cell127","SeuratProject",60554,8332,"Cell127","Batch1","Group1",60531.7815714212,"0","0"
"Cell128","SeuratProject",52734,7782,"Cell128","Batch1","Group1",53216.5632341624,"0","0"
"Cell129","SeuratProject",60226,8300,"Cell129","Batch1","Group1",60478.6172209809,"0","0"
"Cell130","SeuratProject",100753,10373,"Cell130","Batch1","Group4",101064.738784581,"3","3"
"Cell131","SeuratProject",68345,8791,"Cell131","Batch1","Group1",67875.4470731216,"0","0"
"Cell132","SeuratProject",51181,7734,"Cell132","Batch1","Group3",50744.2966013748,"2","2"
"Cell133","SeuratProject",66293,8624,"Cell133","Batch1","Group1",66224.9163901558,"0","0"
"Cell134","SeuratProject",54747,7886,"Cell134","Batch1","Group3",55330.6397087548,"2","2"
"Cell135","SeuratProject",63732,8539,"Cell135","Batch1","Group4",64317.5371016664,"3","3"
"Cell136","SeuratProject",57511,8158,"Cell136","Batch1","Group3",58508.3479229188,"2","2"
"Cell137","SeuratProject",68207,8840,"Cell137","Batch1","Group3",68604.0486108289,"2","2"
"Cell138","SeuratProject",64578,8639,"Cell138","Batch1","Group2",64574.2097160659,"1","1"
"Cell139","SeuratProject",64431,8542,"Cell139","Batch1","Group1",64682.9114518685,"0","0"
"Cell140","SeuratProject",67251,8672,"Cell140","Batch1","Group1",66830.2172737654,"0","0"
"Cell141","SeuratProject",67879,8692,"Cell141","Batch1","Group1",67687.9889310275,"0","0"
"Cell142","SeuratProject",51271,7743,"Cell142","Batch1","Group1",51065.1342993676,"0","0"
"Cell143","SeuratProject",44432,7112,"Cell143","Batch1","Group3",44437.4207696742,"2","2"
"Cell144","SeuratProject",51906,7839,"Cell144","Batch1","Group4",51329.4262289508,"3","3"
"Cell145","SeuratProject",82718,9604,"Cell145","Batch1","Group3",82875.0638768053,"2","2"
"Cell146","SeuratProject",71858,8889,"Cell146","Batch1","Group1",71734.9510270423,"0","0"
"Cell147","SeuratProject",49880,7634,"Cell147","Batch1","Group1",49630.0640235629,"0","0"
"Cell148","SeuratProject",50910,7623,"Cell148","Batch1","Group4",50379.2292144756,"3","3"
"Cell149","SeuratProject",59164,8252,"Cell149","Batch1","Group2",59729.9668657629,"1","1"
"Cell150","SeuratProject",49307,7576,"Cell150","Batch1","Group4",48843.9646797373,"3","3"
"Cell151","SeuratProject",45553,7297,"Cell151","Batch1","Group3",46121.0947215865,"2","2"
"Cell152","SeuratProject",50377,7627,"Cell152","Batch1","Group3",49932.7063541889,"2","2"
"Cell153","SeuratProject",60417,8436,"Cell153","Batch1","Group1",60418.4204009919,"0","0"
"Cell154","SeuratProject",82770,9638,"Cell154","Batch1","Group2",82318.5970589917,"1","1"
"Cell155","SeuratProject",62166,8388,"Cell155","Batch1","Group3",61654.3240935354,"2","2"
"Cell156","SeuratProject",54692,7960,"Cell156","Batch1","Group2",54575.5619875709,"1","1"
"Cell157","SeuratProject",63430,8447,"Cell157","Batch1","Group4",62776.2685162869,"3","3"
"Cell158","SeuratProject",68884,8837,"Cell158","Batch1","Group1",68380.4387697482,"0","0"
"Cell159","SeuratProject",68405,8766,"Cell159","Batch1","Group1",67914.1047544399,"0","0"
"Cell160","SeuratProject",56633,8061,"Cell160","Batch1","Group1",57298.6129117161,"1","1"
"Cell161","SeuratProject",60239,8350,"Cell161","Batch1","Group2",59891.5844519085,"1","1"
"Cell162","SeuratProject",54335,7896,"Cell162","Batch1","Group3",54715.2825863196,"2","2"
"Cell163","SeuratProject",55662,8044,"Cell163","Batch1","Group1",55071.1125136822,"0","0"
"Cell164","SeuratProject",63993,8476,"Cell164","Batch1","Group3",64065.335871371,"2","2"
"Cell165","SeuratProject",55749,8034,"Cell165","Batch1","Group1",55346.208582133,"0","0"
"Cell166","SeuratProject",55455,8036,"Cell166","Batch1","Group1",55776.4831575516,"0","0"
"Cell167","SeuratProject",47597,7354,"Cell167","Batch1","Group4",47035.8586946917,"3","3"
"Cell168","SeuratProject",54189,7878,"Cell168","Batch1","Group1",55135.8770479659,"0","0"
"Cell169","SeuratProject",64524,8515,"Cell169","Batch1","Group1",64687.6557305236,"0","0"
"Cell170","SeuratProject",52907,7894,"Cell170","Batch1","Group2",52893.5261444707,"1","1"
"Cell171","SeuratProject",73771,9122,"Cell171","Batch1","Group4",74327.9099329831,"3","3"
"Cell172","SeuratProject",43124,7071,"Cell172","Batch1","Group1",42796.7826803699,"0","0"
"Cell173","SeuratProject",45072,7287,"Cell173","Batch1","Group2",44885.1324670376,"1","1"
"Cell174","SeuratProject",45368,7259,"Cell174","Batch1","Group4",45044.3823400756,"3","3"
"Cell175","SeuratProject",47379,7468,"Cell175","Batch1","Group1",47682.6989479571,"0","0"
"Cell176","SeuratProject",43180,7014,"Cell176","Batch1","Group4",43826.6126646101,"3","3"
"Cell177","SeuratProject",54682,7829,"Cell177","Batch1","Group3",54521.3768265903,"2","2"
"Cell178","SeuratProject",66336,8620,"Cell178","Batch1","Group3",65740.5594350129,"2","2"
"Cell179","SeuratProject",59095,8174,"Cell179","Batch1","Group1",58140.4243506424,"0","0"
"Cell180","SeuratProject",82970,9600,"Cell180","Batch1","Group3",82860.7219544659,"2","2"
"Cell181","SeuratProject",64758,8583,"Cell181","Batch1","Group3",65173.5559392546,"2","2"
"Cell182","SeuratProject",53312,7849,"Cell182","Batch1","Group1",53520.6172085359,"0","0"
"Cell183","SeuratProject",57165,8013,"Cell183","Batch1","Group4",57184.2417187403,"3","3"
"Cell184","SeuratProject",73143,9124,"Cell184","Batch1","Group1",73057.3109923345,"0","0"
"Cell185","SeuratProject",52825,7723,"Cell185","Batch1","Group1",52368.8791425351,"0","0"
"Cell186","SeuratProject",61448,8376,"Cell186","Batch1","Group3",60732.9078269668,"1","1"
"Cell187","SeuratProject",46673,7406,"Cell187","Batch1","Group1",47251.387578031,"0","0"
"Cell188","SeuratProject",48859,7585,"Cell188","Batch1","Group1",49250.4280799042,"0","0"
"Cell189","SeuratProject",86271,9688,"Cell189","Batch1","Group1",87027.9606816187,"0","0"
"Cell190","SeuratProject",53323,7797,"Cell190","Batch1","Group1",53360.1950517219,"0","0"
"Cell191","SeuratProject",48968,7509,"Cell191","Batch1","Group3",48833.9484831565,"2","2"
"Cell192","SeuratProject",52142,7746,"Cell192","Batch1","Group4",52578.7865614638,"3","3"
"Cell193","SeuratProject",82234,9446,"Cell193","Batch1","Group2",81372.0082729936,"1","1"
"Cell194","SeuratProject",58337,8171,"Cell194","Batch1","Group3",58597.2224986592,"2","2"
"Cell195","SeuratProject",61689,8473,"Cell195","Batch1","Group2",61939.1088560707,"1","1"
"Cell196","SeuratProject",72740,9033,"Cell196","Batch1","Group3",73251.3345931599,"2","2"
"Cell197","SeuratProject",76635,9184,"Cell197","Batch1","Group1",75768.097193895,"0","0"
"Cell198","SeuratProject",71607,9011,"Cell198","Batch1","Group2",70794.4107117219,"1","1"
"Cell199","SeuratProject",69344,8864,"Cell199","Batch1","Group2",68449.8644905298,"1","1"
"Cell200","SeuratProject",56761,8038,"Cell200","Batch1","Group3",57026.3114803053,"2","2"
"Cell201","SeuratProject",75125,9207,"Cell201","Batch1","Group2",75046.798877917,"1","1"
"Cell202","SeuratProject",58760,8324,"Cell202","Batch1","Group1",59378.1697138384,"0","0"
"Cell203","SeuratProject",71604,8901,"Cell203","Batch1","Group1",71884.2211903988,"0","0"
"Cell204","SeuratProject",65260,8653,"Cell204","Batch1","Group3",65290.2646037189,"2","2"
"Cell205","SeuratProject",50395,7638,"Cell205","Batch1","Group1",49646.2053339339,"0","0"
"Cell206","SeuratProject",52690,7899,"Cell206","Batch1","Group1",53287.1611849753,"0","0"
"Cell207","SeuratProject",58997,8184,"Cell207","Batch1","Group1",58798.3612138182,"0","0"
"Cell208","SeuratProject",88173,9733,"Cell208","Batch1","Group1",88564.5743799206,"0","0"
"Cell209","SeuratProject",70633,8873,"Cell209","Batch1","Group2",70875.3147138759,"1","1"
"Cell210","SeuratProject",60737,8327,"Cell210","Batch1","Group1",61276.2363040075,"0","0"
"Cell211","SeuratProject",61095,8372,"Cell211","Batch1","Group1",60498.6177663289,"0","0"
"Cell212","SeuratProject",53336,7845,"Cell212","Batch1","Group1",53531.6785945499,"0","0"
"Cell213","SeuratProject",60572,8289,"Cell213","Batch1","Group3",60345.5402236221,"2","2"
"Cell214","SeuratProject",67855,8611,"Cell214","Batch1","Group1",67155.0289405024,"0","0"
"Cell215","SeuratProject",42504,7060,"Cell215","Batch1","Group1",42423.8353755425,"0","0"
"Cell216","SeuratProject",81054,9390,"Cell216","Batch1","Group2",81228.7867828149,"1","1"
"Cell217","SeuratProject",59177,8220,"Cell217","Batch1","Group2",59454.1203643023,"1","1"
"Cell218","SeuratProject",58081,7982,"Cell218","Batch1","Group1",57672.5535732423,"0","0"
"Cell219","SeuratProject",67111,8750,"Cell219","Batch1","Group3",67538.0183068658,"2","2"
"Cell220","SeuratProject",64133,8645,"Cell220","Batch1","Group2",64877.243823693,"1","1"
"Cell221","SeuratProject",95073,10227,"Cell221","Batch1","Group2",95016.1075391333,"1","1"
"Cell222","SeuratProject",52773,7750,"Cell222","Batch1","Group1",52376.6900097663,"0","0"
"Cell223","SeuratProject",44611,7174,"Cell223","Batch1","Group1",44573.534693242,"0","0"
"Cell224","SeuratProject",70903,8885,"Cell224","Batch1","Group2",70448.4185243903,"1","1"
"Cell225","SeuratProject",50603,7738,"Cell225","Batch1","Group3",50934.1371439088,"2","2"
"Cell226","SeuratProject",74681,9170,"Cell226","Batch1","Group1",75009.0180440393,"0","0"
"Cell227","SeuratProject",70455,8912,"Cell227","Batch1","Group1",70566.6361602516,"0","0"
"Cell228","SeuratProject",50744,7575,"Cell228","Batch1","Group1",50360.3433296795,"0","0"
"Cell229","SeuratProject",60496,8370,"Cell229","Batch1","Group4",60831.502676788,"3","3"
"Cell230","SeuratProject",66848,8659,"Cell230","Batch1","Group3",66250.9478769284,"2","2"
"Cell231","SeuratProject",33565,6245,"Cell231","Batch1","Group4",33704.9451985205,"3","3"
"Cell232","SeuratProject",62153,8403,"Cell232","Batch1","Group2",61429.4675355377,"1","1"
"Cell233","SeuratProject",57387,8168,"Cell233","Batch1","Group2",57172.5895120966,"1","1"
"Cell234","SeuratProject",58797,8079,"Cell234","Batch1","Group1",58956.5659791785,"0","0"
"Cell235","SeuratProject",54414,7765,"Cell235","Batch1","Group4",54112.504853715,"3","3"
"Cell236","SeuratProject",83799,9536,"Cell236","Batch1","Group1",83731.8425478698,"0","0"
"Cell237","SeuratProject",82255,9533,"Cell237","Batch1","Group1",82547.775504688,"0","0"
"Cell238","SeuratProject",72486,8982,"Cell238","Batch1","Group4",71865.0739238307,"2","2"
"Cell239","SeuratProject",70440,8959,"Cell239","Batch1","Group1",70743.6295687668,"0","0"
"Cell240","SeuratProject",69573,8856,"Cell240","Batch1","Group4",70016.4435632605,"3","3"
"Cell241","SeuratProject",46421,7329,"Cell241","Batch1","Group1",46377.9112804891,"0","0"
"Cell242","SeuratProject",74665,9118,"Cell242","Batch1","Group3",74732.3306101677,"2","2"
"Cell243","SeuratProject",52161,7768,"Cell243","Batch1","Group1",52437.0767491115,"0","0"
"Cell244","SeuratProject",65949,8687,"Cell244","Batch1","Group1",66290.1275268636,"0","0"
"Cell245","SeuratProject",68525,8717,"Cell245","Batch1","Group1",68781.7289106862,"0","0"
"Cell246","SeuratProject",58659,8251,"Cell246","Batch1","Group1",59044.7619523309,"0","0"
"Cell247","SeuratProject",77493,9269,"Cell247","Batch1","Group4",77088.9414075995,"3","3"
"Cell248","SeuratProject",57503,8142,"Cell248","Batch1","Group2",57094.2961836313,"1","1"
"Cell249","SeuratProject",49588,7580,"Cell249","Batch1","Group3",50166.7974679727,"2","2"
"Cell250","SeuratProject",75678,9224,"Cell250","Batch1","Group3",75772.8445200664,"2","2"
"Cell251","SeuratProject",72265,8918,"Cell251","Batch1","Group2",71708.5384427796,"1","1"
"Cell252","SeuratProject",65141,8653,"Cell252","Batch1","Group4",65669.0318832839,"3","3"
"Cell253","SeuratProject",57779,8113,"Cell253","Batch1","Group1",57951.4181839247,"0","0"
"Cell254","SeuratProject",74814,9148,"Cell254","Batch1","Group3",75019.7125478085,"2","2"
"Cell255","SeuratProject",50028,7688,"Cell255","Batch1","Group2",50344.7089647428,"1","1"
"Cell256","SeuratProject",49648,7611,"Cell256","Batch1","Group4",50038.3394249547,"3","3"
"Cell257","SeuratProject",55832,8023,"Cell257","Batch1","Group1",56801.1060855739,"0","0"
"Cell258","SeuratProject",71691,8925,"Cell258","Batch1","Group2",71699.7067767937,"1","1"
"Cell259","SeuratProject",38429,6621,"Cell259","Batch1","Group3",38340.0183024855,"2","2"
"Cell260","SeuratProject",41916,6913,"Cell260","Batch1","Group4",41982.3699599889,"3","3"
"Cell261","SeuratProject",55777,8026,"Cell261","Batch1","Group4",56053.9652949006,"3","3"
"Cell262","SeuratProject",42891,7051,"Cell262","Batch1","Group2",42778.6402731754,"1","1"
"Cell263","SeuratProject",65767,8598,"Cell263","Batch1","Group2",64720.89103449,"1","1"
"Cell264","SeuratProject",47356,7440,"Cell264","Batch1","Group2",47577.224097151,"1","1"
"Cell265","SeuratProject",48770,7546,"Cell265","Batch1","Group1",49295.0057539523,"0","0"
"Cell266","SeuratProject",64049,8514,"Cell266","Batch1","Group3",63906.4531071497,"2","2"
"Cell267","SeuratProject",50045,7625,"Cell267","Batch1","Group1",49160.8793755351,"0","0"
"Cell268","SeuratProject",91367,9993,"Cell268","Batch1","Group2",91170.1567954953,"1","1"
"Cell269","SeuratProject",51146,7638,"Cell269","Batch1","Group1",50151.4378984257,"0","0"
"Cell270","SeuratProject",68092,8857,"Cell270","Batch1","Group3",68235.1890771437,"2","2"
"Cell271","SeuratProject",51929,7745,"Cell271","Batch1","Group3",52339.870984919,"2","2"
"Cell272","SeuratProject",77980,9248,"Cell272","Batch1","Group2",78789.1681977061,"1","1"
"Cell273","SeuratProject",49850,7679,"Cell273","Batch1","Group3",49698.5022772998,"2","2"
"Cell274","SeuratProject",49650,7560,"Cell274","Batch1","Group4",49936.7730171313,"3","3"
"Cell275","SeuratProject",67927,8726,"Cell275","Batch1","Group3",67500.8842692599,"2","2"
"Cell276","SeuratProject",86397,9585,"Cell276","Batch1","Group1",85369.0020971271,"0","0"
"Cell277","SeuratProject",68802,8764,"Cell277","Batch1","Group4",69299.0363445276,"3","3"
"Cell278","SeuratProject",54601,7928,"Cell278","Batch1","Group2",54467.6556954054,"1","1"
"Cell279","SeuratProject",75064,9059,"Cell279","Batch1","Group1",74625.8475831519,"0","0"
"Cell280","SeuratProject",38263,6603,"Cell280","Batch1","Group2",38334.1425419538,"1","1"
"Cell281","SeuratProject",67799,8817,"Cell281","Batch1","Group4",69311.2281525484,"3","3"
"Cell282","SeuratProject",65841,8716,"Cell282","Batch1","Group1",66388.1633514627,"0","0"
"Cell283","SeuratProject",63035,8568,"Cell283","Batch1","Group4",63301.9867594856,"3","3"
"Cell284","SeuratProject",63569,8507,"Cell284","Batch1","Group2",64064.8517439236,"1","1"
"Cell285","SeuratProject",56107,8042,"Cell285","Batch1","Group3",56264.3479971245,"3","3"
"Cell286","SeuratProject",42816,7029,"Cell286","Batch1","Group1",42490.4096150503,"0","0"
"Cell287","SeuratProject",101599,10416,"Cell287","Batch1","Group1",102409.072665518,"0","0"
"Cell288","SeuratProject",54010,7920,"Cell288","Batch1","Group2",53713.9535587441,"1","1"
"Cell289","SeuratProject",50772,7631,"Cell289","Batch1","Group2",50068.9442660521,"1","1"
